SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
100209,1,Revolving loans,M,N,Y,3,180000,540000,27000,540000,0.02461,-15326,-1038,-782,-792,,1,1,0,1,0,0,High skill tech staff,5,2,2,THURSDAY,18,0,0,0,0,0,0,Construction,,0.372110259,0.50648424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100214,1,Cash loans,F,N,Y,1,202500,436032,28516.5,360000,0.032561,-10127,-111,-1724,-337,,1,1,0,1,1,0,,3,1,1,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.500231493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0,0,0,0,-130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100246,1,Cash loans,F,N,Y,0,135000,495216,26995.5,427500,0.008019,-12824,-154,-6764,-126,,1,1,0,1,0,0,Laborers,2,2,2,THURSDAY,10,0,0,0,0,0,0,Self-employed,,0.044020823,0.24318648,0.0577,0.0854,0.9826,0.762,0.015,0,0.1379,0.1667,0.2083,0.053,0.0454,0.0544,0.0077,0.0487,0.0588,0.0886,0.9826,0.7713,0.0151,0,0.1379,0.1667,0.2083,0.0542,0.0496,0.0567,0.0078,0.0515,0.0583,0.0854,0.9826,0.7652,0.0151,0,0.1379,0.1667,0.2083,0.0539,0.0462,0.0554,0.0078,0.0497,reg oper account,block of flats,0.0616,"Stone, brick",No,0,0,0,0,-309,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100273,1,Cash loans,F,N,Y,0,157500,1710000,66262.5,1710000,0.004849,-23127,-9274,-817,-4173,,1,1,0,1,0,0,Medicine staff,2,2,2,WEDNESDAY,10,0,0,0,0,0,0,Other,,0.126332063,,0.033,,0.9757,,,,,,,,,,,,0.0336,,0.9757,,,,,,,,,,,,0.0333,,0.9757,,,,,,,,,,,,,block of flats,0.0195,"Stone, brick",No,0,0,0,0,-1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100282,1,Revolving loans,F,Y,Y,0,73341,135000,6750,135000,0.018801,-9157,-146,-2926,-1822,11,1,1,0,1,0,0,Managers,1,2,2,THURSDAY,11,0,0,0,0,0,0,Insurance,,0.523230387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1,1,1,1,-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,
100286,1,Cash loans,M,Y,Y,1,121500,263686.5,17298,238500,0.014464,-17847,-448,-3595,-1381,21,1,1,0,1,0,0,Drivers,3,2,2,SATURDAY,5,0,0,0,0,0,0,Business Entity Type 3,,0.710924928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100295,1,Cash loans,M,Y,N,1,225000,1019205,31032,774000,0.072508,-11356,-602,-335,-3224,9,1,1,0,1,0,0,Laborers,2,1,1,MONDAY,14,1,0,1,0,0,0,Business Entity Type 3,0.262005116,0.302393817,0.463275328,0.2402,0.1098,0.9916,0.8844,0.4682,0.4,0.1724,0.5417,0.5,0.0223,0.1942,0.227,0.0077,0.0075,0.2447,0.1139,0.9916,0.8889,0.4724,0.4028,0.1724,0.5417,0.5,0.0228,0.2121,0.2365,0.0078,0.008,0.2425,0.1098,0.9916,0.8859,0.4711,0.4,0.1724,0.5417,0.5,0.0227,0.1975,0.231,0.0078,0.0077,reg oper account,block of flats,0.1874,Panel,No,3,0,3,0,-14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1
100300,1,Cash loans,M,N,N,0,63000,426645,22468.5,324000,0.018634,-12209,-1572,-6348,-4551,,1,1,0,1,1,0,Sales staff,1,2,2,WEDNESDAY,10,0,0,0,0,0,0,Trade: type 3,,0.474891702,0.315472155,0.1041,0.1126,0.9806,0.7348,0.0012,0,0.2069,0.1667,0.2083,0.0195,0.0841,0.09,0.0039,0.0646,0.1061,0.1168,0.9806,0.7452,0.0012,0,0.2069,0.1667,0.2083,0.02,0.0918,0.0937,0.0039,0.0684,0.1051,0.1126,0.9806,0.7383,0.0012,0,0.2069,0.1667,0.2083,0.0199,0.0855,0.0916,0.0039,0.066,reg oper spec account,block of flats,0.0855,"Stone, brick",No,3,1,3,1,-2149,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100301,1,Cash loans,M,N,Y,1,112500,571486.5,31131,454500,0.022625,-8292,-166,-3062,-16,,1,1,0,1,0,0,Laborers,3,2,2,MONDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.253288904,0.200926088,0.0737,0.1016,0.4933,0.8232,0.0632,0.08,0.1379,0.3333,0.0417,0.0405,0,0.1469,0,0.0038,0,0.1054,0,0.8301,0.0637,0,0.1379,0.3333,0.0417,0.0414,0,0.1531,0,0.004,0.0744,0.1016,0.4933,0.8256,0.0636,0.08,0.1379,0.3333,0.0417,0.0412,0,0.1496,0,0.0039,reg oper spec account,block of flats,0,Panel,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
100326,1,Cash loans,M,Y,Y,0,36000,284400,10849.5,225000,0.018209,-22078,365243,-6748,-4542,27,1,0,0,1,1,0,,2,3,3,MONDAY,7,0,0,0,0,0,0,XNA,,0.063454797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100336,1,Cash loans,F,Y,Y,0,157500,497520,28692,450000,0.02461,-13989,-1350,-8112,-4715,5,1,1,1,1,1,0,Laborers,1,2,2,MONDAY,15,0,0,0,0,0,0,Industry: type 3,,0.62904211,0.260855914,0.1485,0.111,0.9801,0.728,0.0725,0.16,0.1379,0.3333,0.375,0.0582,0.121,0.1514,0,0,0.1513,0.1152,0.9801,0.7387,0.0732,0.1611,0.1379,0.3333,0.375,0.0595,0.1322,0.1578,0,0,0.1499,0.111,0.9801,0.7316,0.073,0.16,0.1379,0.3333,0.375,0.0592,0.1231,0.1541,0,0,reg oper account,block of flats,0.1588,Panel,No,1,1,1,0,-1781,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
100396,1,Cash loans,M,N,N,0,112500,417024,25330.5,360000,0.025164,-13707,365243,-7809,-4436,,1,0,0,1,0,0,,1,2,2,SATURDAY,10,0,0,0,0,0,0,XNA,,0.293987585,0.115386662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100401,1,Cash loans,F,N,Y,0,202500,343683,16663.5,261000,0.010966,-20200,365243,-973,-2779,,1,0,0,1,0,0,,1,2,2,THURSDAY,10,0,0,0,0,0,0,XNA,,0.622574686,,0.1495,0.0813,0.9836,0.7756,0.018,0.04,0.0345,0.3333,0.375,0.103,0.121,0.0933,0.0039,0.0256,0.1523,0.0843,0.9836,0.7844,0.0182,0.0403,0.0345,0.3333,0.375,0.1054,0.1322,0.0972,0.0039,0.0271,0.1509,0.0813,0.9836,0.7786,0.0181,0.04,0.0345,0.3333,0.375,0.1048,0.1231,0.095,0.0039,0.0262,reg oper account,block of flats,0.0888,"Stone, brick",No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100424,1,Cash loans,M,N,Y,0,112500,117162,12433.5,103500,0.01885,-18302,-136,-4005,-1281,,1,1,0,1,0,0,Laborers,1,2,2,THURSDAY,11,0,0,0,0,1,1,Other,,0.500608709,0.554946769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-745,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100439,1,Cash loans,M,N,Y,0,81000,312840,22891.5,247500,0.01885,-8038,-609,-8038,-727,,1,1,0,1,0,1,High skill tech staff,2,2,2,THURSDAY,17,0,0,0,1,1,0,Industry: type 9,,0.482209185,0.065109614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,-510,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100452,1,Cash loans,M,N,Y,1,171000,1009566,36391.5,904500,0.025164,-18767,-2046,-6555,-2317,,1,1,1,1,0,0,,3,2,2,FRIDAY,8,0,0,0,0,0,0,Business Entity Type 3,,0.266519775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100472,1,Cash loans,M,Y,Y,1,135000,545040,26509.5,450000,0.008474,-13923,-519,-10704,-4739,11,1,1,1,1,1,0,Laborers,3,2,2,THURSDAY,15,0,0,0,0,0,0,Self-employed,,0.365807235,0.24318648,0.0619,0.0626,0.9791,0.7144,0.0243,0,0.1379,0.1667,0.2083,0,0.0504,0.0537,0,0,0.063,0.0649,0.9791,0.7256,0.0246,0,0.1379,0.1667,0.2083,0,0.0551,0.056,0,0,0.0625,0.0626,0.9791,0.7182,0.0245,0,0.1379,0.1667,0.2083,0,0.0513,0.0547,0,0,reg oper account,block of flats,0.0577,Panel,No,1,1,1,1,-2527,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100477,1,Cash loans,M,Y,Y,1,112500,284400,22599,225000,0.015221,-13715,-151,-6193,-3754,12,1,1,1,1,0,0,Drivers,3,2,2,SATURDAY,8,0,0,0,0,1,1,Business Entity Type 3,0.303693418,0.61602712,0.079059696,0.0175,0,0.9786,0.7076,0.0017,0,0.069,0.0417,0.0833,,0.0134,0.0136,0.0039,0.0023,0.0179,0,0.9786,0.719,0.0017,0,0.069,0.0417,0.0833,,0.0147,0.0142,0.0039,0.0024,0.0177,0,0.9786,0.7115,0.0017,0,0.069,0.0417,0.0833,,0.0137,0.0138,0.0039,0.0023,reg oper account,block of flats,0.0121,"Stone, brick",No,0,0,0,0,-1364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
100485,1,Revolving loans,M,Y,N,1,270000,810000,40500,810000,0.026392,-11353,-651,-2513,-3962,8,1,1,1,1,1,0,Security staff,3,2,2,TUESDAY,9,0,0,0,0,0,0,Security,,0.335981229,0.577969119,0.1918,0.1417,0.995,,,0.08,0.069,0.375,,,,0.2408,,0,0.1954,0.1471,0.995,,,0.0806,0.069,0.375,,,,0.2509,,0,0.1936,0.1417,0.995,,,0.08,0.069,0.375,,,,0.2452,,0,,block of flats,0.1894,"Stone, brick",No,0,0,0,0,-443,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100490,1,Cash loans,M,N,N,0,135000,755190,38686.5,675000,0.00963,-9684,-2354,-3801,-2344,,1,1,1,1,0,0,Security staff,1,2,2,WEDNESDAY,11,0,1,1,0,1,1,Security,0.20337097,0.281799441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-730,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100540,1,Cash loans,F,N,Y,1,157500,338832,26901,292500,0.018029,-9289,-1003,-823,-1952,,1,1,0,1,0,0,Medicine staff,2,3,3,TUESDAY,11,0,0,0,0,0,0,Medicine,0.040683902,0.306505816,0.396219572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-683,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
100541,1,Cash loans,F,Y,N,2,180000,900000,43299,900000,0.018209,-10616,-1065,-3964,-2700,17,1,1,1,1,0,0,Sales staff,3,3,3,MONDAY,14,0,0,0,0,1,1,Self-employed,,0.084550056,0.144648146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-697,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100547,1,Cash loans,M,Y,N,0,211500,450000,21888,450000,0.026392,-10037,-148,-781,-2714,1,1,1,1,1,1,1,High skill tech staff,2,2,2,SATURDAY,11,0,1,1,0,1,1,Other,,0.220604763,0.273564678,0.0247,,0.9767,,,0,0.1034,0.0417,,,,0.0199,,0,0.0252,,0.9767,,,0,0.1034,0.0417,,,,0.0207,,0,0.025,,0.9767,,,0,0.1034,0.0417,,,,0.0202,,0,,block of flats,0.0156,"Stone, brick",No,0,0,0,0,-1401,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
100567,1,Revolving loans,M,Y,Y,0,99000,180000,9000,180000,0.028663,-8063,-261,-738,-735,10,1,1,0,1,0,0,Sales staff,2,2,2,MONDAY,12,0,0,0,0,0,0,Self-employed,0.1293264,0.29166005,0.21762852,0.0289,0.0328,0.9727,0.626,0.0056,0,0.1724,0.0833,0.125,0.0184,0.0235,0.0313,0,0,0.0294,0.0341,0.9727,0.6406,0.0056,0,0.1724,0.0833,0.125,0.0189,0.0257,0.0326,0,0,0.0291,0.0328,0.9727,0.631,0.0056,0,0.1724,0.0833,0.125,0.0188,0.0239,0.0319,0,0,reg oper account,block of flats,0.0246,Block,No,1,0,1,0,-390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
